NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
LoopBounds2,3,0,1,1,0,0,0,0,0,1,0,0,0,17,0,0,2,0,0,1,0,1,3,0.5
superClass,0.8,0,0,1,0,1,2,0,0,0,0,0,0,17,0,0,2,1,1,5,2,0,4,0.5
GraphImage,1.88,0,0,1,1,1,3,0,0,2,1,0,0,379,0,0,33,4,0,32,0,0.24,60,0.49
Metrics,4.56,4,0,1,4,5,9,5.5,2,0,38,1,0,1184,0,0,34,4,1,34,18,0.21,155,0.47
HTMLTableGraphGenerator3,2.11,0,0,1,1,0,0,0.5,0,0,1,0,0,326,0,0,34,4,0,28,0,0.1,59,0.45
Result,2,4,0,1,3,2,10,0.5,0,0,10,1,1000,303,0,0,27,0,0,17,19,0.04,34,0.43
PepTest,5.04,7,0,1,7,1,1,1,1,0,17,3,1100,2179,0,0,6,0,0,57,4,0.53,287,0.43
NewOrder,1.2,0,0,1,1,2,2,0,1,0,1,0,0,52,0,0,5,2,0,5,0,0.33,6,0.4
Customer,1.12,0,0,1,2,7,11,0,2,0,8,0,0,209,0,0,22,14,0,24,0,0.11,27,0.38
RunSequencer,3,0,0,1,1,3,3,0,0,0,1,0,0,68,0,0,5,0,0,4,4,0,12,0.38
CustomerReportTransaction,3.9,28,0,0,11,0,0,2,6,1,57,7,1010,429,2,0,26,1,0,10,8,0.42,39,0.38
JBBmain,4.06,27,0,1,13,0,0,1,2,0,72,3,100,790,0,0,31,0,0,16,14,0.39,65,0.38
XMLTransactionLog,1.8,2,0,1,1,6,6,0,0,0,2,1,0,109,0,0,6,0,0,5,4,0.5,9,0.38
Address,1,0,0,1,1,5,7,0,0,0,4,0,0,78,0,0,6,5,0,9,0,0.64,9,0.33
History,1,0,0,1,0,2,2,0,0,0,0,0,0,76,0,0,9,3,0,7,0,0.4,7,0.33
digest,5,1,0,1,1,1,1,0,0,0,2,1,0,74,0,0,2,0,0,2,1,1,10,0.33
syncTest,1,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0,2,0,0,4,1,0.33,4,0.33
StringAndInt,0.5,0,0,1,0,1,1,0,0,0,0,0,0,21,0,0,2,0,0,2,2,1,1,0.33
Order,1.71,5,0,1,4,6,9,2,2,0,9,3,1000,179,0,0,16,9,0,14,0,0.27,24,0.29
TextiReport,2.88,2,0,1,6,2,2,2,3,0,21,1,0,238,0,0,14,0,0,8,8,0.38,23,0.25
subClass,0.67,0,2,1,0,1,1,2,0,1,0,0,0,11,0,0,2,1,0,3,2,0,2,0.25
JBBProperties,7.62,0,0,1,1,2,3,3,0,0,1,0,0,678,0,0,39,1,0,13,23,0.56,99,0.22
MultiVMTxtReport,4.4,2,0,1,7,2,2,3.5,3,0,25,1,0,386,0,0,21,0,0,10,16,0.32,44,0.19
MultiVMReport,6.86,5,0,1,7,2,2,4,3,0,26,3,110,426,0,0,25,0,0,7,22,0.6,48,0.18
JBBReportFilenameFilter,1.5,0,0,1,0,0,0,2,0,0,0,0,0,31,0,0,5,0,0,2,4,1,3,0.17
Item,1,0,0,1,1,4,4,2,0,0,3,0,0,46,0,0,5,4,0,6,0,0.4,6,0.17
ResFilter,2,0,0,1,0,0,0,2,0,0,0,0,0,32,0,0,5,0,0,2,4,1,4,0.17
Report,5.17,6,0,1,7,2,2,2,3,0,22,4,0,270,0,0,26,0,0,6,20,0.5,31,0.16
Super,1,0,0,1,0,1,1,2,0,0,0,0,0,59,0,0,7,3,1,5,2,0.5,5,0.14
TableGroupCompare,10,0,0,1,2,2,2,2,1,0,3,0,0,132,0,0,13,0,0,2,3,1,20,0.12
TableGroup,9.5,0,0,1,2,0,0,2,1,0,3,0,0,104,0,0,12,0,0,2,3,1,19,0.12
Run,1.5,2,0,1,2,0,0,2,2,0,4,1,0,69,0,0,15,0,0,2,12,1,3,0.07
Orderline,1.56,6,0,1,5,5,6,2,3,0,14,3,1000,175,0,0,18,15,0,18,0,0.12,28,0.06
Template,1,0,0,1,0,2,2,0,0,0,0,0,0,45,0,0,2,1,0,2,1,1,2,0
TemplateCompare,1,0,0,1,0,1,1,0,0,0,0,0,0,45,0,0,2,1,0,2,1,1,2,0
Title,1,0,0,1,0,2,2,0,0,0,0,0,0,71,0,0,2,1,0,2,1,1,2,0
runModes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sub,1,0,3,1,0,1,1,2,0,1,0,0,0,51,0,0,6,3,0,4,1,0,4,0
digestExpected,1,0,0,1,0,1,1,0,0,0,0,0,0,22,0,0,2,1,0,2,1,1,2,0
SideIntf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
C2intf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
C3intf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
C1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,1,0,0,0
C2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,1,1,1,0,0,0
C3,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,1,0,0,0
ScreenException,1,0,0,1,0,0,0,0,0,3,0,0,0,22,0,0,2,0,0,2,0,0,2,0
XMLLineDocumentException,1,0,0,1,0,0,0,0,0,3,0,0,0,22,0,0,2,0,0,2,0,0,2,0
